Rating,Text
3.0,"I used this smartwatch for 2 months before writing this review. I'm a mountain biker and I've been using heart rate monitors for years, mostly the Polar line of watches and chest straps. A few years back I decided to try the first Fitbit Versa, as I wanted to see if a smartwatch could work as a good heart rate monitor during workouts as well. That Versa didn't work, the heart rate was inaccurate and all over the place, so I just kept using my Polar accessories, until this new Fitbit Versa 3 came along. I have tried this Fitbit Versa 3 on rides outdoors and on Spinning sessions indoors, and this is what I've experienced: - Outdoor rides: the GPS works almost flawlessly, the signal gets lost in the woods and around large buildings and large hills, but it comes back to normal quickly. The interface is gorgeous, clean, clear, easy to read, easy to handle during rides, fantastic in general but there's just one big problem, no matter how beautiful and easy to use is this, the heart rate monitor doesn't work. I ride on the same hilly areas all the time, I know how my heart rate behaves in certain hills and roads, up certain steep hills it gets all the way up to 200 bpm, but this watch NEVER once showed that number, it gets to 175 bpm and then it goes blank, the reader cannot handle a faster heart rate, it just goes crazy and stops working, then as I'm climbing the end of the hill it shows a 120 bpm number, which is the heart rate I get when I'm casually walking. Completely inaccurate and all over the place. The maximum heart rate this watch has read during my rides in 2 months is 176 bpm after an uphill that usually makes my heart go up to 200 bpm. After many times of bad readings, I tried both my Polar Ignite and this Versa 3 at the same time during my rides, and the difference was outstanding, the Polar (without a chest strap) was giving me all the right readings flawlessly while the Versa 3 was blank or inaccurate or all over place. All the same problems happened during my running and hiking workouts. - Spinning sessions: during Spinning sessions my heart goes up to 196/ 200 bpm, the Fitbit Versa again got stuck at 170/ 175 bpm and then went blank, and it was giving me bad readings the whole session, always below my actual heart rate, therefore messing up my stats and saying that I burnt a LOT less calories than I actually do. In the photo I'm attaching the Polar Ignite (left) shows my real heart rate and calories burnt during a workout, while the Versa 3 (right) shows the wrong heart rate and the wrong calories burnt, if you see the numbers, they are completely different. I've used this watch for 2 months and tried everything to make it work, all troubleshooting options , but nothing made the heart rate reader work properly. If you take your workouts and stats half-serious, this is not the watch for you, it works fine during casual workouts, like walking or gardening or doing light exercises that won't take your heart over the 180 bpm threshold, once you are higher that that the Versa 3 goes berserk, it cannot read anything faster than that. I'm sticking with my chunky, not-too-cool Polar watches, they may not look as beautiful as the Fitbit products, but they are hard working and completely accurate when it comes to tracking my heart rate, workouts and sports. After wearing this Fitbit Versa 3 smartwatch for 2 months: - The good: AMAZING battery life, about a week or so depending on your settings, beautiful interface, not many apps to use but enough for my usage, as I prefer to use my cellphone for apps in general, light and comfortable to wear, the new strap is cool and comfy, good to track steps, stairs and regular day long activity.Good and accurate GPS without the need for a cellphone. I never used the Alexa option so I cannot comment on that. I tried to respond to my text messages with the voice/dictation option (the watch has a microphone) and didn't work, it may be because I have an accent, who knows, but I think that option is pretty cool. FANTASTIC cellphone app to handle all your info and data. - The bad: AWFUL as a heart rate monitor, awful at sleep tracking, according to this watch I'm a zombie who sleeps 2 hours and has no heartbeat the rest of the night, some nights it won't even track one minute. Yes, I've tried wearing it higher or lower on my wrists, the left one and the right one, none of that made a difference. I hope that at some point Fitbit gets the right technology to make the heart rate reading sensors accurate (like other brands have already done), that'd make it an almost perfect smart watch and real activity tracker. I wish them the best, they are doing a great work with most of their products and one can see the effort and love they put on the things they create, except the damn heart rate sensors! ;)"
3.0,"I had a versa 2 and decided to move up to the versa 3. While it is a good watch I am disappointed. The 3 is a little bit bigger than the 2 and so none of the accessories for the two fit the 3. It is a great looking, just the right size watch for an adult. The display is excellent and the colours vibrant. It is just the right weight ad fits comfortably. There is still too much bezel to the face taking up needed space. The major detraction in design of this watch is the replacement of the physical button on the left , with a so called haptic button. This is an indentation or groove in the same place as the previous button but with 50% or less responsiveness. You have to develop a technique to activating tis new button and after 3 weeks of usage it still only responds 50% of the times with the first press. This is really a discouragement. The menu's are fairly ok with a 90% responsiveness to swiping up down to the right or to the left. There is a new method for attaching the bands is supposed to be an improvement and while insertion is fairy simple removal takes a little bit of manipulation. The on board GPS now allows you to take walks , runs and rides without your phone with you though the gps drops the signal temporarily 20% of the time and route accuracy is good but not super..On My Versa3 for some reason the pulse tracker during exercise gives periods of low pulse readings(in the 90's) when my heart rate is 120 to 130. This occurred o two occasions lasting for about 5 minutes. The categorization of your heart rate into active zones is very convenient. The sleep tracker has always been one of Fitbits very strong points and this continues. When you wake however you have to get out of bed as if you lie around in bed it will record you as being in light sleep. The versa 3 should have the ecg of the sense, one of my reasons for calling it 2A. Since pairing my Versa # with the software app it took a bit of fiddling around to get it to accpt call and notifications. The app keeps hiding goodies behind the paid premium mode and it is time for Fitbit to bring some of these to the front on the Versa 3. Another annoyance in the ap was that if you are looking at watch faces and click on one to look at it carefully, when you go back to the list it takes you back to the top of the list, not where you were. Fitbit should have made the Sense the upgrade to the Versa 2 with a price of about $260. AS the Versa # is it is a good watch and sleep tracker but not the major upgrade I would expect for it to be Versa 3. ................One more thing battery life is closer to 3 days than 6 days"
3.0,"Let me describe pros and cons:  Pros: 1. The versa 3 is beautifully packaged and the watch itself is very very beautiful, fits perfectly on skinny wrists. 2. There is an additional strap in the packaging for bigger hands. 3. Fitbit is compatible with many health tracking apps and easily imports data there.  Cons: 1. Wearing it for more than 15 minutes CAUSED PAIN AND DISCOMFORT in my hands. I've tried switching hands, loosening the strap, put the watch higher on the forearm, and nothing changed. It's not a physical pain like from scratching, it's a shooting pain like from severe radiation. I googled in the forums and seems there are many people reporting the same thing. Guess it's the electromagnetic fields which are not handled well by our organism. But it's a huge reason to return the watch, which I will do now. I wore it for 3 days, periodically putting away so my hand rests, but then when removing the watch didnt stop the pain, I knew smth is wrong. I couldnt even wear it for sleep for 20 minutes. The pain woke me up. I dont know how fitbit could leave such a health-provoking bug in their newest product, but I am very disappointed by this. 2. Doesn't SYNC. Simply doesn't. It's way too hard to convince the app in android to sync with the watch even when they are so close they touch each other. It always gives the sync error. The phone is Google Pixel 3. I've also read about this issue many times in the forums. It's sad. 3. Non-customizable and very few available clock faces. I mean, really? This is a smart watch. It's like not being able to put your desired pic as a wallpaper for your phone. 4. Customer support told me I could return it, but never explained how can this be possible. So I return it. Then? You are going to sell this to another person?  It's very sad that Fitbit can produce watches that are way more beautiful than apple watch(especially for women), but cannot keep the quality even close to apple. Returning."
3.0,"I was really excited to get my hands on this. This is my first Fitbit watch and it’s so frustrating. I love the app and feel it breaks things down nicely. However the watch has flaws.  1. The side button is terrible. I can understand why they removed the physical button for a touch sensitive one. As it would make the device better water resistant. However it working is hit or miss. I’ve found that the touch zone for my watch is near the top and slightly under the side. Covering the entire button with my finger (as suggested by Fitbit) does nothing at all. When I first used the watch the button didn’t work at all until I restarted the watch. Now that I’ve found the sweet spot it works about 90% of the time.  2. The band is really uncomfortable. I wish they had alternate options to these silicone bands out of the box. If I keep it too loose it won’t recognize my heart beat. Fit bit has suggested 2 finger width away from your wrist bone durning a work out which makes it a little more awkward. If I don’t want to wear the watch because of the fit/feel, then what’s the point.  3. The watch face doesn’t always turn on with a tap or multiple taps at that. I feel my watch is waiting for the correct Morse code sequence to wake up. I’ve turned the screen wake to automatic, so now it will wake up when I flick my wrist up but it’s still hit or miss.  4. I’m disappointed the watch doesn’t work with Amazon Music. For a device Alexa compatible, they really missed the mark.  Maybe mine is defective or maybe it’s just the watch. It’s possible I’m just being too picky, but for over $200 I do expect it to work a little better. I wanted to love this so much but I’m considering returning it because I just can’t drop money on something that doesn’t work every time I press a button or tap a screen."
3.0,"This works just about as good as the other Fitbit Versas have in the past. I have had 1 and 2, however this one has bothered me enough to write this review. They got rid of the button on the left hand side of the device which you can normally use to light up the watch. Long pressing pulls up a shortcut of your choice, the default is to talk to Amazon Alexa (I have mine set for using my credit card). Instead of a button, there is a little shot that is sensitive to skin contact and will respond when pressed. This is the worst idea they could have possibly come up with. They tried to be cute about it and it backfired spectacularly. I can’t tell you how many times during workouts that it’s auto paused my workout because my wrist was bent in some direction that activated the “button.” Or how many times through the day doing normal activities a long press is activated without me trying. Just an all around stupid decision. I also have trouble at times with it actually reading my heart rate correctly, I’ll finish workouts laying on the floor and it’ll say my heart rate is in the 80s. As I look at their website now, it appears they used the same idiotic feature for the Versa 4. Don’t waste your time with this"
3.0,"I was so looking forward to my upgrade to the 3 from the Versa 2. It had so mamy unique 'bells and whistles' that brought on the excitement.  My disappointment came after learning that using: GPS frequently/the snore track feature/some of the Fitbit suggested clock faces that may require (or only 'work' if you select the always on-it's not rreally, just more quickly visible along with the moving your wrist feature both so you don't always have to push the button to see your data/having notifications on, all drain the battery so much that you may need to charge it every day or every other day.  So the UP TO 6+ days...really means up to.  Admittedly, it states within the app that if you use the snore tracker, you need at least 50% battery but, even making sure of that and making certain that I disabled not ALL of the other 'bells and whistles' didn't make the charge last longer.  I learned this issue is very common by visiting the Fitbit community forum and reading up on responses from FB and all the questions and comments from others.  I will say that the band connection/replacement option is a huge improvement. The new design takes like 15 seconds and doesn't hurt your fingers or fingernails. I will miss this!  Unfortunately, the cost of this was not worth it after I had to disable all of the fun reasons for which I upgraded. 😕  I am returning it and going back to a new Versa 2 and saving about 150 with the Black Friday deals. I'm not really losing out after all. I hope you have better luck! Namaste 🙂"
3.0,"Switched from 5 to 3 stars since Google purchased and ruined everything. Features I used most don’t work anymore and the way data is displayed now is next to useless. I didn’t even know quite how great it was until I was encouraged to get an Apple Watch Series 7 and I’ve downloaded a dozen apps trying to get it to track any of the info on the Fitbit, which it can’t. Even the free Fitbit info gives detailed sleep data, steps, zone minutes 24/7, etc. I only have to charge it about every other day vs 2x/day for Apple Watch. my only complaint is that I cannot for the life of me get it to switch to Fahrenheit, but I should get more familiar with Celsius anyway. I would also like to monitor my heart rate and time in specific zones while swimming and if I lock it to swim I can’t see time and HR, but when it’s not locked it always says my heart rate is only in the 90’s when I know it’s way elevated. I don’t know if any watches work while swimming though. Love the color. Definitely get more steps when used on dominant hand. I swap watches side to side and the dominant hand one always logs at least 1,000 more steps, and I do change the wrist location in the app. I would rather spend $500 on a Fitbit than use a free Apple Watch, if you’re looking for health and fitness info anyway."
3.0,I loved my fitbit at first. But this is my 3rd or 4th fitbit in general (1st versa) but I've come to the conclusion that their product is just not well made. I have had my versa for less than a year and it is already starting to crap out on me. First about 2 months ago the face of the watch just suddenly popped open. I didn't hit it or anything it just opened. I was able to fix it but now 2mths later it's spazzing out. Not sure how else to describe it. When I try to go to the main screen it spazzes back and forth between the timer and another screen. And it's supposed to be able to handle like 50 ft water submersion but if I even sweat too much this watch starts acting funny. And after like 7 months the wrist band broke but that didn't bother me bc I wanted new ones anyway. But like I said this is not my first fitbit and I have never had one more than year bc they break. It's sad bc I love the app. if you use all the functions you can really track your progress and what you eat. How much sleep you're getting. And I love those things. The app is very accurate in the HR and hours of sleep etc but for the amount of money I expect the actual watch to be better.
3.0,"I had a Fitbit Versa for years until I accidentally kept it in the water too long and it died on me. I loved everything about it and of course, I couldn’t wait to get another one. The absolute best thing (and it had many) was being able to download my music, so I wouldn’t have to carry a phone or MP3, to listen to MY music. Over the years, we have hundreds, if not a thousand of CDs that I have stored on my computer. When I purchased the Versa 3, I discovered that I couldn’t download MY music, that I had to subscribe to a Pandora or Spotify service to listen to music. Yes, I am of the older generation and our generation actually physically bought vinyls, 8 tracks, cassettes and CDs. We don’t need a service when we have our own. So to my dismay, I had to send it back and purchase another brand of watch that has the feature of being able to download what I want and not pay some service for something I already have. I was heartbroken that I couldn’t have my Fitbit because I loved, loved, loved all the other features on it. I still have and use my Fitbit One for my steps, stairs, etc. The other watch I have now, I’m not that crazy about their tracking system, but music is the most important aspect for me."
3.0,I have had many Fitbits over the years and happy with all of them. They did what I wanted them to do. This one I didn't think would be much different. But what I use it for - it is disappointing. I like to get my texts and PC notices - prob 80% of the time it's not synced. I have to turn my Bluetooth off/on ALL the time to keep it connected so I'm missing messages. The vibration notice is so slight (it's on high). I use the alarm and the vibration you can't feel let alone hear so I miss the alarm. It just hate fighting with the connection every single day. I can't get it to connect to wi-fi - just very disappointing for the Versa 3
3.0,"Pros: I love the look of this watch, the variety of color choices, and the band style. I was really excited for the Google assistant, the ability to respond to text messages with my voice, and the Spotify control.  Cons: The Google assistant didn't work 90% of the time I tried to use it. When I tried to respond to text messages with my voice, it would either say that something went wrong and try again later and then not work again until after a reboot or it would just crash and go back to the main screen, this function worked maybe 2% of the time. This watch had a very hard time syncing with my phone and keeping time, even after reboots and updates. A lot of the time I wouldn't get my notifications or texts on the watch, which was part of the reason I got it. For the Spotify controls you have to have a permium account. For the Fitbit pay, you had to set up a pin but when I would try to set up Fitbit pay, the watch would crash. The watch also factory reset itself while not even being worn, twice in the month I wore it. Not a terrible little watch but I bought a OnePlus Watch and I'm loving it way more."
3.0,"I’m a long time FitBit user and I wanted to love the Versa. I do love a lot about it— the look, the feel. The screen/display. The FitBit app, the watch faces, the sleep tracking. I love these things! But, the heart rate tracking during workouts was terrible, and ultimately, that was the most important thing to me. I wore this along w an Apple Series 6 for a week to test. During daily activity, the FitBit HR is pretty accurate, but during workouts, it’s incredibly inaccurate— too low. I could be pushing so hard I feel like I may faint, and the FitBit would say 120, while Apple said 180. It’s incredibly unmotivating to work hard and see a too-low HR. The Charge had actually been more accurate— it seems the new Pulse 2.0 heart rate sensor was a step backward. Other issues I had with the Versa— the haptic “button” doesn’t always work, I could get incoming calls but not text alerts, and my “reminders” would pop up over and over, even if I cleared them on the Versa AND my phone, so I ended up turning off notifications for that. I prefer the Fitbit app and functionality over Apple but my main need is workout tracking/accurate HR, so I returned this in favor of Apple."
3.0,"I had to buy the Versa 3 because my Versa 2 stopped reading my pulse after only having it barely a year. (Conveniently right after the warranty expired) I already hated this new, bubbly design of the Versa 3. I wish they had a rose gold option like the Versa 2 because this gold one is borderline silver and is dull looking. The band it comes with is super small, but luckily it comes with a bigger one. The band design is also strange and can be hard to snap in. You can tell they're trying to make it look new and innovative but they're trying a bit too hard. So far its basically the same as the Versa 2, except the button on the side is completely different and sometimes hard to push. Installing clock faces is annoying because you have to give them permissions through your phone, which I didn't have to do with the Versa 2. Kinda disappointed overall, especially since I feel forced to upgrade due to the Versa 2s poor quality. I'm giving fitbit one more shot and if this doesn't give me more than a couple years of use, I'm never buying from them again. This watch is too expensive to crap out so soon after buying."
3.0,"I accidentally killed my Versa 2 in the jacuzzi, and replaced it with the Versa 3. There are things about the version 3 that I liked a bit more. The style of the charger is an upgrade. The buzz alert is softer than the Versa 2, which I did not like. However, this model has pretty much what I need and I was happy with it. What I am not happy with is that it just died deader than a doornail at 14 months after purchase. In other words just after the warranty ran out. This is not close to the average lifespan of 2+ years. My Versa 2 was going strong at over two years, which makes me wonder if they are just cheaping out on the newer models."
3.0,I enjoyed this Versa 3 for the first year. At about 6 months I noticed that the battery was only lasting three or four days between charges. It had been going five to six days. And another couple weeks the battery life is down to a little over 2 days. For the price I would have expected it to last more than a year and a half.
3.0,"Well, it happened again. This Fitbit Versa 3 Health & Fitness Smartwatch with GPS broke within the first year. It wasn't damaged in any way, it just started coming apart. I bought it August 13, 2022, it died July 1st, 2023. I Liked the Fitbit features which is why I overlooked the fact that my previous two Fitbits also succumbed to an early death. The face of the watch literally separated from the body. Fool me once, shame on you; fool me twice shame on me. I'm really dumb 'cause they got me three times :-(  Update: I called Fitbit customer service and to their credit, they are replacing the watch, honering their warranty. The process was very easy and for that I re evaluated my score to reflect their service."
3.0,"I love the watch when it is working. I am about to send it in for the 4th time as it has gone haywire again. It has fallen apart - the face came loose from the body - 2 times. It has gone haywire - not working , won't come on or won't stay on - twice. Once my insurance plan runs out, I will get a different brand next time it quits or breaks again. I love all the functions, but the quality of the watch is questionable. Very disappointed."
3.0,"This was an upgrade for me - and I am so disappointed with the sleep tracking feature. I've noticed inaccuracies on the sleep tracking feature, but this morning took the cake. I woke up around 830, fixed a cup of coffee, got dressed, made my bed, did a load of laundry, dialed in to listen to my Sunday morning church service, fixed breakfast all before 1030 and the sleep tracking feature says I never woke up until 1041. Also, I go upstairs to visit my daughter several times a week and 5 out of 7 trips up and down the steps are not recognized on the floors feature - but a walk to the mailbox is counts as a ""floor"" - so now i wonder how many other features are faulty - not a happy camper"
3.0,"Loved this watch, had the Versa 2 and after 2 years the face came unglued and was hanging by a cable. I bought the face cover and it sort of worked, but looked cheap and plastic. Bought the Versa 3 watch and 21 mos later same thing happened!! I don't get them wet. I do wear everyday, except for when charging. Maybe take a day off 2x/month of wearing it. The face does not stay glued on and it's very frustrating to pay $199 for a watch that only lasts less than 2 years. Done with Fitbit Versa watches!"
3.0,"I upgraded from a Charge HR2 that I'd had since it came out and that was a mistake. I wanted all the bells and whistles, primarily the GPS, that the Versa offered, not knowing that you have to sacrifice them for battery power. Always On display off, snore tracking off, wrist flip off, no animated watch face and STILL the battery will last only about 36-48 hrs NOT the *up to 6 days* that Fitbit touts. I have NEVER gotten anywhere near 6 days of charge. At this point I might as well turn the damn watch off too because it misses steps/activity when it dies---without even notifying me of a low battery. I should have stuck to the Charge family for a tracker or tried Samsung for a watch because the Versa was not a good investment. Once the aggravation of this one wears too thin I think I will step away from Fitbit watches, really doesn't seem to be worth it. The only thing this watch ALWAYS does is stay on the charger."
3.0,"after having the Fitbit Zip (12-2013) I wanted to upgrade so bought the Charge HR ((11-2015) it still works)) then another upgrade to the Versa Lite (11-2019) It lasted up to 6-2021 then I purchased the Versa 3 (with the asurion extended warranty). Now the battery dies so I send it to asurion (9-23-2022) they return it a week later and it works almost 4 weeks, It then gets stuck on the Fitbit Logo so I return it to asurion (10-17-2022) and they repair it and send to me on 10/26/2022. Today I had it on when I took a shower and it now has a blank screen, will not do anything. I sent a claim request to Asurion but now they have to review before commiting to a repair. I am very frustrated with these so called repairs and think they should send me a new not repaired watch. Now"
3.0,"After 18 months of use (my 4th fitbit? Lost count..average life 18 months ), works fine even now. Hopefully this one lasts longer. Very, very slow to show correct HR (vigorous or peak) when doing any exercise other than jogging, and one never knows if it is showing correct hr peak.  With the latest update in software in October 2023, the app has become really sad compared to before. Does not show peak number HR after run in the app, just shows average HR. Very cumbersome to navigate.  Bring back old app and FIRE the software guy who made this unwanted update."
3.0,The watch itself is fine. works as a Versa should. the stars are lost on the charging cable. Was given the message that the watch is charging slowly. Was about to return the watch when a friend let me borrow their cable. The watch charged great! Called google about getting a new cable. They would not do it saying that the new watch just purchased is not under warranty.
3.0,I usually don’t post any comments in reference to something that I have purchased but I will have to say that my new Fitbit Versa 3 is not better than my Versa 2. The only reason that I upgraded from the Versa 2 to the Versa 3 was the back (home) button quit working on the Versa 2 even though I followed all of the advice given to fix the problem. The problem with the Versa 3 is it continually drops the Wi-Fi even if you are right next to the router. I have reset the device multiple times and to no avail it still drops. Also it does not sync very well and does not update automatically like the Versa 2 did. Tried to write a comment on the Fitbit dashboard there is really no place to get assistance with this. Wish that these issues would get resolved since I am sure that I am not the only one with these issues.
3.0,"I bought this because my Apple Watch got cracked and I hated — HATED — the Apple Watch faces. They’re awful. FitBit watch faces were fun and the advertisements make it sound like it was fully featured and compatible with an iPhone. That impression is a lie. Basically, for iPhone users, this is a basic pedometer with heart rate. You can view your messages but you CANNOT respond to them. You can see a call is coming in but you CANNOT talk to them through the phone. I wish I had just gotten their most simple pedometer to be honest. I’m actually missing my Apple Watch, which I thought I was done with."
3.0,"I used Fitbit for almost a year, the battery is AMAZING. You can go like 4-5 days without charging it. The reason I only gave 3 stars is because if you’re an athlete or avid exerciser... you probably would want to buy an Apple watch instead and just suffer through charging it every night lol. I say this because when comparing Fitbit and Apple during runs or any other workout, Apple is much more accurate on reading your heart rate. Fitbit does read your HR accurately but it takes like 5minutes to check up to why your HR actually is where Apple is in real time. This makes a huge difference if you’re training for something orrrr if you’re frustrated on your calorie burn during a workout. I burn way more calories during my workouts according to Apple Watch compared to Fitbit. This is because my HR is actually much higher during the workout than Fitbit thinks it is! If Fitbit could fix that, I would definitely switch back."
3.0,"My wants were pretty basic. Needed to count steps. Thats it. I hike for exercise so what else would I need? The Versa did that well as long as I was synced with my phone. Then I started going to barre exercise classes. Used it to track calories burned. I also used and liked the watch, the heart rate, weather, timer, alexa (sometimes), I could turn off phone calls, etc features. I liked my watch! Then after 17 months the watch died. Boom. It was quick! Worked one day - died the next. Well, ya can't replace the battery. So I paid $200 for a watch that lasted not even a year and a half. My sister bought 2 and both died the same way. So unless you are OK with buying a new watch every 1.5 years I'd say don't do it. Get an Apple Watch or any other good fitness watch that includes a replaceable battery."
3.0,"I've had this watch for about 2 years and about a week ago, the screen went completely black and unresponsive. I've tried factory resetting it and deleting it and re-pairing it to my phone and nothing. It's done beautifully this whole time. My review is more like a question to amazing if it's still within a warranty window?"
3.0,"I've had this watch for about 2 days now and I've been enjoying it. I have to admit the app can be some what counterintuitive to use but once you learn it, there's a lot of great info on it. HR monitoring isn't going to be spectacular and it doesn't pick up on the spikes very well when exercising but for everyday use, it should work well. Battery life , I've had to charge it once already so we'll see what happens with it. I'm really enjoying the sleeping data and find it pretty accurate. I've been looking at smart watches to help track my health/ exercise, sleep and to vibrate on my wrist as an alarm ( I work nights sometimes so I wanted to be able to wear war plugs without worrying about missing my alarm). I haven't had a problem with the button like some people have and have just been enjoying it."
3.0,"Most of us already know, quite a bit about Fitbit, and there are reviews a plenty. What I want to talk about is the fact that Google purchased Fitbit and is now getting rid of all challenges as of March 27! As this is one of the biggest reasons I got Fitbit and not a much less expensive tracker, I think it is very important to know. Challenges are what set Fitbit apart. I don’t see any reason to continue purchasing Fitbit after this blatant disregard for customer wishes. In fact, it makes me question ever purchasing a Google product in the future, if their regard for their customers is so low"
3.0,"From time to time the watch will be behind 5 mins. or so. It will catch up. Right now I just noticed it’s 20 mins. behind. I have had it exactly a month. I hope it’s not too late to return it. My last Fitbit lasted for 5 years without any problems at all. Then it just died. But that was fine, I felt I had gotten my monies worth!!!"
3.0,"My device has been incredibly inaccurate counting stairs, counting as many as 40 flights on a day I did not have any, and will give me counts for flights of stairs walking 20 feet down a hallway at my office. I spoke to support who said it is a know issue ""with no solution any time in the immediate future"" (it has been a known issue for 6+ months) for this device and they WILL NOT replace the device because they will only replace with a same model and this is an issue with this model. They will only offer an alternative after their tech team says there is no solution able to be made (this has been a know issue for 6 months) and that hasn't been long enough. So if you buy it and have a similar issue your SOL."
3.0,"This is my third Fitbit. It has been the most accurate compared to earlier versions of Charge ( replaced under warranty after 1 year then lasted 2 years) and Ionic lasted 2 years & glitchy). However less reliable on text & call notifications even with phone on my chest. I do not use the music feature or other apps accept the alarm, timer, stopwatch & exercise. My biggest complaint is the button is flat making it difficult to use with the arthritis in my hand & on all the time drains battery fast. Charger connects magnetically easy just wish it came with a longer one. Synchs nicely with my food app. Just be aware each of my Fitbit’s only lasted 2 years ( each September 🤷‍♀️)."
3.0,"I bought this primarily to track my mileage on runs as I'm training for a half marathon, and I'm fairly disappointed by this tracker in that regard. The Fitbit consistently logs less mileage on my runs than I'm actually doing - sometimes I lose as much as a mile on my tracker. For that reason, the data on my page, cadence, etc, is completely off. I've checked their forums and this is apparently a known issue. My $50 Samsung Galaxy Fit 2 is bang on in its tracking. It makes no sense!  I do think its sleep tracking tool is neat, and I was excited about the ability to export my run data as a spreadsheet, but again - that feature is completely useless if it's not logging the correct data. Save your money and buy a different watch."
3.0,"A couple of years ago I wanted a smart watch that I could use for calls and emails. I went with the Samsung Galaxy Watch instead of a Fitbit, but I kept hoping FitBit would add these features, because I found the Fitbit fitness tracking and display to be superior. I thought the Versa 3 was it. Sadly, it is not.  I am returning for a few reasons. 1. The font is small, with no way to adjust it, except for on the watch face, 2. You can answer incoming calls, but not initiate calls. 3. You can view and respond to texts immediately, but there is no way to do so after a few seconds, and there is no way to initiate a text or even view past texts. Thus it is really more of a glorified tracker than a true smart watch."
3.0,"Just buy the basic fitbit. I use mine daily to tract heart rate and calorie use. It tracks my sleep accurately. It documents similar to my sleep machine. Heart rate monitor works great. Calorie burn is close. I love the alarm when it works, which is not consistent. Online help is not helpful. I can't get the Pandora to sinc with the watch, which is one of the reasons I purchased it. Many times the screen gets ""stuck"". You can swipe and swipe and the screen won't move. Again, online help is NOT helpful. It looks good. The battery life is great. Thankfully it comes with a longer band if you have a larger wrist. It is fine for basic stats, but fancier stuff isn't worth the money,"
3.0,"I waited a long time and did a lot of research to find a smart watch to fit in my Android dominated life, with minimal bloatware, etc. This was a gift to myself (and a small compromise) for a big promotion. I'm mostly happy with it, but the battery life is disappointing to say the least. I bought the Fitbit Versa 3 new in Nov 2021 and was able to go a full week before charging it for a few months. Then five days. Then four days. Now three days, and it's June 1, 2022... I guess I'll be getting the Pixel Smart Watch earlier than I planned to. Very sad, disappointed, and really upset that I splurged and compromised, and I'm not sure it will last me a year. SO WASTEFUL! Grrr...."
3.0,"The tracker is A+! The band irritated my wrist so badly that I applied liquid bandage for 2 days to clear it up.  I have never had latex/silicone allergies! Some have reported allergic reaction to the metal contacts on the tracker. I did NOT have this reaction.  Replacement band from different manufacturer is working well, no reaction."
3.0,"The first watch we got would register 1-3K steps./day sitting on the counter. We did not contact fitbit directly (had this problem a few years ago with a different watch and -- warning -- they replaced it with a ""new"" watch which was actually reconditioned) so we've returned it.  On the plus side, setup and connecting the watch to the cellphone ... they've improved that experience.  But while trying to figure it out... at first blush, I gotta say that the menus are kinda jenky... not well thought out and a few menu items lead to dead ends. Plus... they advertise it can store music, but a couple of the other reviews say you have to purchase the service to get a feature you paid for on the watch to work. Cheezy."
3.0,"Overall decent, but have not had a great experience with this Versa compared to previous versions. The day of the week and time often stall and I need to let my battery deplete in order to reset. I've also had to uninstall/reinstall the app several times. Hoping it's just mine, but wanted to share."
3.0,"I had a Fitbit years ago and loved it. These newer versions are just like newer versions of computer software, most times are not better and certainly not more user friendly. I really am not very happy with this Versa 3, and the battery life is ridiculously short. I wouldn't recommend it."
3.0,"I have had this Versa 3 for 2 weeks. This morning it turned off and won't turn back on. I contacted customer service and worked through the trouble shooting process. They were very helpful but it still wont turn on. They are starting the return process. I'm angry! I researched all sport watches and settled on the Versa 3. $200.00 and 2 weeks later it doesn't work.  I recieved a new one within a week from Amazon. I am hoping that this one is not defective. I also bought the 2 year protection plan. With the first one dying so quickly, I am going to make sure I am covered if this one goes also."
3.0,i purchased this watch 1/2023... it is now 3/24 and it does not hold a charge... therefore I am having to put out more money and buy a new one... disappointed because I have been with fit bit brand for years... i am going with garmin this time... :(
3.0,"I bought this to track my swimming. There is a glitch where it stays in swim mode and you can't get it out. Also, the one side has the band falling off often. Other than that, it is fine."
3.0,"The screen has gone black after a year of normal usage. There doesn't seem to be any fix online that works, and this is a common issue with this model. The screen needs a replacement, but it is no longer under warranty.  I would invest your money elsewhere if you are looking to purchase.  Otherwise, the watch worked fine before the screen went black."
3.0,Suddenly stopped working. Fitbit is unable to help since it wasn’t purchased through them or a partner manufacturer. Definitely something to consider if you are thinking of buying a Fitbit. I also couldn’t find a way to contact the seller.
3.0,"Band gave my wrist a rash, but I’m allergic to latex & silicone. Biggest complaint is that it stopped working less than 10 months of using… Took it off to shower & did not use it every day either. No warranty protection. Not worth $150+ spent"
3.0,"This is my second Versa. I replaced my Versa 2 with the 3. On the plus side, the heart rate monitor is much much accurate than on the previous model. However, the negatives outweigh the positives. The most frustrating thing is the call and text message notifications. I consistently received them with the Versa 2. On the 3, I am REPEATEDLY (meaning AT LEAST daily) doing a reset to get my notifications. Also, the floor counting is wacky. Today it says I've climbed 10 floors. In reality, I walked a couple of miles on a flat treadmill and my home has no stairs. Fitbit could and should be doing much better than this."
3.0,"I've been Team Fitbit for a long time. I lost my last one which I had for years &it still worked great. I decided to upgrade to the Versa 3 given the great history I've had with the device. It's pretty equivalent to my previous fitbits with 1 notable exception, the battery life sucks on this version! My last fitbit went 4-5 days before needing a charge- with much older technology. I'm lucky to get a day &half out of this 1. I can't really comment on the sleep tracker b/c often times I'm not wearing it to bed since I have to place it on the charger at night. The other features are pretty decent though."
